2014 Mortality Data and Encoding,2015 Mortality Data and Encoding,2016 Mortality Data and Encoding,2017 Mortality Data and Encoding,2018 Mortality Data and Encoding,2019 Mortality Data and Encoding,2020 Mortality Data and Encoding,2014 Dispensing Data and Encoding,2015 Dispensing Data and Encoding,2016 Dispensing Data and Encoding,2017 Dispensing Data and Encoding,2018 Dispensing Data and Encoding,2019 Dispensing Data and Encoding,2020 Dispensing Data and Encoding,2014 SVI Aged 17 or Younger Data and Encoding,2015 SVI Aged 17 or Younger Data and Encoding,2016 SVI Aged 17 or Younger Data and Encoding,2017 SVI Aged 17 or Younger Data and Encoding,2018 SVI Aged 17 or Younger Data and Encoding,2019 SVI Aged 17 or Younger Data and Encoding,2020 SVI Aged 17 or Younger Data and Encoding,2014 SVI Aged 65 or Older Data and Encoding,2015 SVI Aged 65 or Older Data and Encoding,2016 SVI Aged 65 or Older Data and Encoding,2017 SVI Aged 65 or Older Data and Encoding,2018 SVI Aged 65 or Older Data and Encoding,2019 SVI Aged 65 or Older Data and Encoding,2020 SVI Aged 65 or Older Data and Encoding,2014 SVI Below Poverty Data and Encoding,2015 SVI Below Poverty Data and Encoding,2016 SVI Below Poverty Data and Encoding,2017 SVI Below Poverty Data and Encoding,2018 SVI Below Poverty Data and Encoding,2019 SVI Below Poverty Data and Encoding,2020 SVI Below Poverty Data and Encoding,2014 SVI Crowding Data and Encoding,2015 SVI Crowding Data and Encoding,2016 SVI Crowding Data and Encoding,2017 SVI Crowding Data and Encoding,2018 SVI Crowding Data and Encoding,2019 SVI Crowding Data and Encoding,2020 SVI Crowding Data and Encoding,2014 SVI Disability Data and Encoding,2015 SVI Disability Data and Encoding,2016 SVI Disability Data and Encoding,2017 SVI Disability Data and Encoding,2018 SVI Disability Data and Encoding,2019 SVI Disability Data and Encoding,2020 SVI Disability Data and Encoding,2014 SVI Group Quarters Data and Encoding,2015 SVI Group Quarters Data and Encoding,2016 SVI Group Quarters Data and Encoding,2017 SVI Group Quarters Data and Encoding,2018 SVI Group Quarters Data and Encoding,2019 SVI Group Quarters Data and Encoding,2020 SVI Group Quarters Data and Encoding,2014 SVI Limited English Ability Data and Encoding,2015 SVI Limited English Ability Data and Encoding,2016 SVI Limited English Ability Data and Encoding,2017 SVI Limited English Ability Data and Encoding,2018 SVI Limited English Ability Data and Encoding,2019 SVI Limited English Ability Data and Encoding,2020 SVI Limited English Ability Data and Encoding,2014 SVI Minority Status Data and Encoding,2015 SVI Minority Status Data and Encoding,2016 SVI Minority Status Data and Encoding,2017 SVI Minority Status Data and Encoding,2018 SVI Minority Status Data and Encoding,2019 SVI Minority Status Data and Encoding,2020 SVI Minority Status Data and Encoding,2014 SVI Mobile Homes Data and Encoding,2015 SVI Mobile Homes Data and Encoding,2016 SVI Mobile Homes Data and Encoding,2017 SVI Mobile Homes Data and Encoding,2018 SVI Mobile Homes Data and Encoding,2019 SVI Mobile Homes Data and Encoding,2020 SVI Mobile Homes Data and Encoding,2014 SVI Multi-Unit Structures Data and Encoding,2015 SVI Multi-Unit Structures Data and Encoding,2016 SVI Multi-Unit Structures Data and Encoding,2017 SVI Multi-Unit Structures Data and Encoding,2018 SVI Multi-Unit Structures Data and Encoding,2019 SVI Multi-Unit Structures Data and Encoding,2020 SVI Multi-Unit Structures Data and Encoding,2014 SVI No High School Diploma Data and Encoding,2015 SVI No High School Diploma Data and Encoding,2016 SVI No High School Diploma Data and Encoding,2017 SVI No High School Diploma Data and Encoding,2018 SVI No High School Diploma Data and Encoding,2019 SVI No High School Diploma Data and Encoding,2020 SVI No High School Diploma Data and Encoding,2014 SVI No Vehicle Data and Encoding,2015 SVI No Vehicle Data and Encoding,2016 SVI No Vehicle Data and Encoding,2017 SVI No Vehicle Data and Encoding,2018 SVI No Vehicle Data and Encoding,2019 SVI No Vehicle Data and Encoding,2020 SVI No Vehicle Data and Encoding,2014 SVI Single-Parent Household Data and Encoding,2015 SVI Single-Parent Household Data and Encoding,2016 SVI Single-Parent Household Data and Encoding,2017 SVI Single-Parent Household Data and Encoding,2018 SVI Single-Parent Household Data and Encoding,2019 SVI Single-Parent Household Data and Encoding,2020 SVI Single-Parent Household Data and Encoding,2014 SVI Unemployed Data and Encoding,2015 SVI Unemployed Data and Encoding,2016 SVI Unemployed Data and Encoding,2017 SVI Unemployed Data and Encoding,2018 SVI Unemployed Data and Encoding,2019 SVI Unemployed Data and Encoding,2020 SVI Unemployed Data and Encoding
1.8381287,1.8065792,2.9047525,2.8015249,2.0110788,2.1000042,3.2649343,-8.724536,-8.283349,-8.196342,-8.149219,-7.38227,1.829528,2.2945783,-0.26982307,-0.7734418,-1.27717,-0.43976307,0.39699268,1.4811139,2.5642724,-16.380022,-16.013666,-15.647031,-15.2211485,-14.795241,-14.5933695,-14.391325,4.8457584,4.1102467,3.3752346,2.91148,2.4475365,1.9891721,1.5312978,-47.988018,-47.52397,-47.294163,-46.020794,-44.791985,-43.971188,-43.450798,-33.596516,-34.46804,-35.40198,-34.0257,-32.6484,-31.648903,-30.648788,40.810627,40.87299,40.934155,40.61569,40.29607,40.139202,39.9811,-55.23549,-55.16988,-55.105022,-55.518948,-55.964195,-56.789703,-57.63663,-37.931713,-38.287624,-38.642963,-38.641903,-38.639812,-38.63132,-38.621624,84.59647,84.16915,83.743034,83.16164,82.57988,82.91755,83.253784,-6.5055695,-6.431596,-6.356762,-6.965006,-7.571952,-7.6007085,-7.6297097,-60.290928,-61.072285,-61.85419,-60.866528,-59.87975,-59.581974,-59.284332,13.202109,12.974967,12.754879,13.444916,14.134642,15.143492,16.15886,11.9607525,13.690817,15.419899,18.84444,22.273779,24.91633,27.48968,-23.339787,-22.65271,-21.887882,-22.782228,-23.67599,-25.180182,-26.58651
-1.4618303,-2.2108305,-2.314402,-3.0557837,-2.854898,-2.841538,-2.9281483,16.80951,17.525229,15.920698,15.23431,13.425728,8.462292,5.8465376,-27.1597,-27.886951,-28.61564,-28.253923,-27.894064,-26.90597,-25.917833,-58.97702,-58.901794,-58.82711,-58.03991,-57.25438,-56.44092,-55.627495,14.328557,15.540902,16.753365,16.639133,16.523247,14.614188,12.706933,-19.715881,-21.32144,-22.93649,-21.500761,-20.153818,-16.48306,-12.485099,20.64154,21.030308,21.304655,20.793049,20.282993,21.50499,22.728043,-37.3522,-37.660244,-37.96844,-37.960453,-37.952526,-37.579082,-37.20743,9.191982,9.196732,9.202778,9.592672,10.019182,10.613396,11.213295,-40.466854,-40.503212,-40.53957,-40.17411,-39.80855,-39.682972,-39.558067,71.28476,71.5425,71.80119,71.728676,71.65493,71.74484,71.83641,-25.682146,-24.536453,-23.390463,-25.087397,-26.784466,-27.062609,-27.339796,6.351479,6.625409,6.898986,7.2239847,7.550378,6.8571873,6.16437,-49.477486,-51.285088,-53.036797,-52.396965,-51.744186,-51.63833,-51.479874,-59.58359,-59.961826,-60.340435,-62.382465,-64.40967,-64.65247,-64.93224,22.813395,22.7283,22.890696,23.085552,23.278658,22.885717,22.79546
-0.03877161,-0.35769936,-0.75708246,-0.9661484,-1.2569423,-1.0023661,-1.3629651,64.540436,62.099865,58.181797,51.558613,43.38565,24.511856,22.041677,25.864408,26.90779,27.95088,27.641518,27.330856,27.404245,27.476559,-17.562677,-17.59336,-17.623907,-18.526993,-19.43094,-20.179312,-20.927328,-38.6889,-38.58273,-38.477444,-39.525208,-40.573757,-41.522144,-42.470676,102.869774,106.47006,110.11227,108.75593,107.46578,105.37199,102.9352,3.309217,2.445394,1.6227735,1.8554052,2.08608,1.6551336,1.2257246,-4.28272,-4.5304165,-4.7801294,-4.951485,-5.1237087,-4.905129,-4.68633,-28.707378,-27.774376,-26.84061,-25.049002,-23.258091,-21.499504,-19.70771,2.7860122,3.256185,3.7264438,3.4543605,3.1819873,3.365995,3.5506492,16.347265,15.876321,15.405793,15.930816,16.455256,16.256023,16.054865,67.57087,67.89531,68.221085,67.78691,67.35301,66.72318,66.09464,-8.200299,-9.201087,-10.202882,-10.259394,-10.315398,-9.189594,-8.063918,6.2550125,4.863076,3.5121367,3.4907024,3.4756858,1.7492206,0.053354993,55.45124,54.797993,54.14504,53.505558,52.866222,51.394146,49.879208,47.073795,47.496445,47.892582,48.052135,48.212425,48.306305,48.378685
-7.178457,-7.9517365,-8.508743,-8.929384,-9.213928,-9.018941,-12.746013,-65.953064,-60.035255,-57.950443,-52.211758,-46.288197,-31.393135,-29.1196,92.83006,92.88786,92.94777,91.78172,90.6176,89.53189,88.44772,-17.554426,-17.009874,-16.464617,-16.375763,-16.286894,-16.108664,-15.929245,-89.19937,-89.65919,-90.1203,-87.685074,-85.25011,-82.50753,-79.765854,22.074915,22.672775,23.047459,22.359732,21.524519,21.390461,21.140491,61.919926,62.834854,63.647606,64.04765,64.44806,65.369514,66.29058,-7.2105355,-6.829015,-6.4465947,-5.9736075,-5.501774,-5.0398965,-4.578919,-13.707514,-13.979725,-14.253723,-13.342508,-12.46851,-13.166732,-13.907526,-90.12539,-90.149574,-90.17266,-90.06639,-89.961296,-89.57668,-89.19309,56.199936,55.77572,55.35071,55.36432,55.377266,55.795876,56.215794,-36.04035,-36.557407,-37.07483,-36.244232,-35.413387,-34.42897,-33.445248,-32.78907,-32.91114,-33.034126,-32.87448,-32.715755,-33.521507,-34.327316,-1.5594779,-1.8280746,-2.1659336,-1.2757846,-0.38638887,-1.3484708,-2.3166656,70.17214,72.11036,74.049065,74.885574,75.73876,75.080055,74.44251,-36.28734,-35.256744,-33.97804,-32.4133,-30.848055,-29.667665,-28.176739
-8.379201,-9.35132,-10.387156,-10.983975,-10.353455,-11.072876,-14.599863,-186.59222,-172.0699,-167.17973,-150.26761,-132.02072,-84.32052,-79.02765,8.043235,8.107575,8.171507,8.332551,8.494001,9.25217,10.010584,-13.887581,-14.173,-14.457087,-14.200436,-13.9442215,-13.959916,-13.975897,-18.768002,-19.530375,-20.294012,-21.41992,-22.547081,-22.03661,-21.526072,78.7595,79.97149,81.21709,80.12752,79.05552,79.5092,79.43216,-33.08277,-33.344036,-33.590008,-33.785305,-33.97983,-33.214386,-32.446705,-34.03537,-34.566216,-35.099083,-35.580036,-36.060043,-36.535355,-37.01113,-12.932257,-13.909009,-14.884627,-15.538234,-16.15492,-17.81349,-19.40035,35.95883,35.93099,35.90416,35.73967,35.57531,35.36406,35.153633,19.256495,19.141222,19.02738,18.57112,18.114561,17.686813,17.259262,40.66874,40.96863,41.267292,40.519108,39.772854,40.22687,40.6815,7.753184,7.329633,6.907108,6.4391103,5.969716,4.992125,4.015245,5.3804603,5.947378,6.5059314,4.8776326,3.240262,2.974309,2.679316,-98.23403,-97.44091,-96.64808,-95.00489,-93.34724,-91.64988,-90.04766,-34.31052,-33.74932,-33.34338,-31.5221,-29.700865,-30.147736,-30.786467
10.589073,11.200497,13.194328,14.217202,13.65218,13.846666,17.93429,69.91029,64.82988,63.078438,57.413578,52.250248,20.025728,18.96629,24.112955,24.227905,24.34409,24.70028,25.055954,25.377153,25.699076,83.62239,83.40582,83.18945,82.760315,82.33064,82.4238,82.514694,43.26913,42.62292,41.9771,40.515415,39.054775,40.21233,41.369972,-32.95673,-32.085182,-31.263067,-33.66498,-35.988533,-37.392635,-39.183983,100.62669,100.818405,101.15012,100.987526,100.82433,99.87704,98.929375,-19.282923,-19.683548,-20.084846,-20.293642,-20.504194,-20.546295,-20.588556,35.38476,34.566166,33.747047,33.81533,33.864334,34.009407,34.150566,77.98939,77.98456,77.98311,77.803795,77.62494,77.59439,77.562454,-27.187517,-27.329927,-27.473032,-27.66301,-27.853117,-27.603079,-27.353762,-12.186821,-11.801852,-11.417237,-11.085734,-10.756091,-10.244555,-9.733436,39.409492,39.18474,38.959866,38.811554,38.66542,39.591324,40.51821,-76.99364,-77.01629,-76.99075,-77.96878,-78.96216,-78.83478,-78.766846,89.346794,88.360664,87.37413,84.35647,81.34283,79.36358,77.23353,-48.23174,-46.487614,-44.952274,-42.080643,-39.207973,-36.662167,-34.3783
-5.85042,-5.9905777,-6.8760486,-7.018439,-6.4093485,-6.9713135,-9.06253,1.4041883,1.707604,-0.14109264,-0.45603073,0.65584433,-7.464699,-6.186081,-53.12761,-52.94975,-52.77179,-52.589355,-52.40706,-51.399296,-50.392025,1.0686136,1.1255308,1.1842276,1.8628546,2.5411994,2.9855754,3.4306667,24.392117,24.705946,25.01945,23.841837,22.662624,21.689236,20.716465,-73.109344,-72.125206,-70.837654,-66.5444,-62.283176,-62.640827,-63.076107,-23.484344,-23.852146,-24.194174,-23.818031,-23.44308,-22.68644,-21.929447,-20.519114,-19.923193,-19.3258,-19.572933,-19.819235,-20.115923,-20.411642,21.805668,21.502642,21.19857,21.288555,21.407122,21.609959,21.802744,42.121597,42.404568,42.687954,42.657246,42.626846,42.585854,42.544476,36.506027,36.56423,36.622395,36.4907,36.357964,36.459106,36.560966,-11.864433,-11.753499,-11.641484,-12.218371,-12.795854,-13.224914,-13.654794,60.6342,60.691807,60.74923,60.135643,59.520153,59.5812,59.64434,4.5449104,5.236287,5.8682747,5.912381,5.9625454,5.911911,5.8812575,-109.483116,-108.670364,-107.85759,-106.55899,-105.26968,-105.673515,-106.2399,-26.831131,-26.71333,-26.586302,-24.963684,-23.339308,-23.705051,-24.062672
16.122309,17.200352,20.183628,21.679794,20.440334,20.832886,28.636501,113.03695,105.30929,101.02439,91.499916,81.45117,58.619576,55.866604,-75.28059,-75.06062,-74.84146,-74.03193,-73.22192,-73.98029,-74.73935,36.313698,36.266243,36.21856,35.9919,35.765656,35.804977,35.844254,-69.70789,-69.81709,-69.927216,-69.11884,-68.31247,-67.6064,-66.90019,9.366132,10.938846,12.629464,11.409482,10.228809,9.543504,8.706321,70.24642,70.76745,71.33078,72.46137,73.59121,73.05837,72.52468,-48.128044,-48.64901,-49.172432,-48.391407,-47.611744,-47.450626,-47.289867,11.1480665,11.1602335,11.172253,10.468887,9.749623,6.525786,3.306586,49.598564,49.46265,49.325275,49.35747,49.38976,49.634033,49.876556,1.5571462,1.4260179,1.2974578,1.2282897,1.1595527,0.983163,0.80677617,2.3943508,1.9418696,1.487976,1.4251965,1.3612179,1.23468,1.1078337,18.32188,18.60167,18.881058,18.53295,18.183767,18.218042,18.249945,-4.9438863,-5.51833,-6.140908,-7.689961,-9.241834,-10.538423,-11.838074,13.129893,12.867896,12.606608,12.089671,11.557145,12.707971,13.964824,2.234964,1.848959,1.6576576,1.6509442,1.6432233,-0.5558624,-2.5181546
-1.7969983,-1.8866551,-2.303714,-1.6819293,-2.1537526,-1.570627,-2.1924314,56.987343,51.47406,51.028973,45.050972,37.06567,16.997797,16.906029,8.692403,8.204327,7.7165504,7.292787,6.8686833,6.252791,5.6373744,-26.857483,-26.901,-26.9443,-27.621319,-28.298395,-28.020575,-27.742315,10.252968,10.020525,9.789253,9.736805,9.683086,9.154516,8.625505,-9.509572,-9.444038,-9.347201,-6.6727676,-4.0433035,-1.3709761,1.152923,-47.163437,-47.26769,-47.51421,-48.05221,-48.589787,-48.86583,-49.14017,32.5271,32.802906,33.078682,32.641586,32.203194,32.545433,32.88938,-21.821688,-22.569761,-23.317595,-25.303907,-27.328066,-26.72583,-26.192574,-54.733086,-54.852295,-54.970104,-54.677956,-54.386063,-54.44425,-54.503952,-38.57464,-38.343086,-38.111664,-38.182873,-38.253246,-37.948517,-37.643642,-18.033104,-17.842602,-17.653915,-17.309835,-16.96403,-16.970133,-16.975208,22.71905,21.583786,20.447851,20.947588,21.445662,21.55707,21.668411,-10.431094,-10.504336,-10.528853,-10.351144,-10.187988,-10.765033,-11.397836,-15.680111,-15.123753,-14.568736,-9.156852,-3.7553303,-0.59044874,2.4301085,-1.9944581,-2.616214,-3.0906909,-3.2066476,-3.3235447,-5.25946,-7.0060863
16.300247,18.238941,21.114845,22.858185,21.534252,22.133343,28.928888,-144.00674,-133.85551,-129.9693,-117.35046,-103.07855,-55.209656,-52.21498,79.11003,79.148544,79.18596,78.53791,77.8893,77.3201,76.75059,-44.01753,-43.86305,-43.70966,-43.675396,-43.64271,-43.15003,-42.65646,11.789482,11.283273,10.776912,10.383915,9.989987,9.408351,8.8271265,57.841892,57.5405,57.07576,58.0934,59.06503,58.43792,58.291576,-23.760153,-23.815418,-23.926924,-23.776766,-23.627203,-23.554653,-23.481888,6.3881845,6.501484,6.613865,6.1316776,5.6520367,5.6804905,5.7095337,-72.10367,-72.83551,-73.56715,-73.09173,-72.63037,-72.98204,-73.38878,30.384352,30.559381,30.732965,30.644087,30.55684,30.573378,30.590816,-68.816795,-68.993645,-69.171104,-69.00202,-68.8337,-68.43287,-68.03189,8.787488,8.88485,8.983384,9.711005,10.438901,10.670951,10.904024,-19.967777,-19.340734,-18.714226,-18.576756,-18.440418,-18.272104,-18.102917,2.8926494,2.668496,2.445483,1.7487743,1.0450923,0.5435818,0.016367707,-87.43402,-88.05083,-88.66777,-86.47644,-84.29249,-82.82994,-81.32598,-15.734727,-16.425508,-17.1225,-15.6272,-14.133386,-10.567117,-7.006387
-0.22163273,0.05019949,1.0933816,1.3414807,0.6028304,1.2650495,1.2031803,-61.841766,-57.03342,-53.14435,-48.38582,-43.219364,-30.021833,-28.1295,61.86202,61.620403,61.379353,60.751392,60.124172,60.906403,61.68919,61.057167,61.181213,61.305225,61.110672,60.917538,60.57039,60.22346,26.912071,26.330654,25.749792,25.506907,25.265387,27.90048,30.536749,-1.3634002,-0.5699474,0.040742204,2.4018118,4.68674,6.67463,8.551723,-4.237572,-4.578201,-4.873897,-3.1426923,-1.4122751,-0.72881484,-0.044984575,4.9448676,5.4658704,5.9873986,6.4600186,6.9320607,7.2691617,7.605704,-41.047787,-41.767464,-42.486965,-40.76163,-39.033432,-37.857704,-36.70443,34.407455,34.385414,34.36415,34.24682,34.127884,34.389534,34.650833,-31.861927,-31.743073,-31.624372,-31.931385,-32.238113,-32.78428,-33.330368,-10.052687,-10.3766985,-10.701529,-11.440232,-12.178754,-12.708872,-13.239117,29.140015,28.887001,28.633686,28.637817,28.641914,28.170074,27.697823,17.400578,18.538025,19.72599,18.640259,17.57291,16.552284,15.599881,9.661835,9.745678,9.829697,10.272209,10.697708,12.860615,15.074261,43.34491,42.588234,42.03389,42.348827,42.664577,41.20215,39.9911
-1.352333,-2.0534093,-1.8730849,-2.0936062,-2.5075352,-3.0019147,-3.1664684,4.8732934,1.918911,2.066875,1.6050944,0.45724255,2.3021438,1.909636,15.846866,15.85696,15.866381,16.050856,16.234312,16.174076,16.11255,36.228886,36.02259,35.816284,36.042786,36.269165,35.78314,35.298008,-53.24582,-53.836124,-54.42698,-54.451538,-54.47657,-53.99407,-53.51215,56.682766,58.177902,59.856285,57.77384,55.76185,54.169685,52.963104,32.498234,33.023243,33.468086,32.91786,32.366993,31.458641,30.550575,-4.4848022,-4.4543495,-4.4241295,-4.332176,-4.2416115,-4.110771,-3.9799824,73.594376,74.44858,75.30328,71.72391,68.15512,66.673096,65.1872,-61.568798,-61.451336,-61.333893,-61.13602,-60.938206,-60.935127,-60.931503,10.366277,10.362752,10.36002,10.457146,10.554232,10.536989,10.519441,-8.531912,-8.439098,-8.346088,-9.1622505,-9.97797,-10.389927,-10.800895,-17.583776,-17.805416,-18.02697,-17.829006,-17.62898,-16.870312,-16.112156,-2.0888045,-1.8652757,-1.6436788,-1.6371955,-1.632559,-2.147739,-2.6645987,29.145216,29.074442,29.003742,26.823112,24.63723,24.16392,23.768614,-57.15495,-56.822723,-56.731064,-55.448174,-54.165478,-52.982815,-52.093773
-14.894542,-15.571725,-18.207962,-19.361212,-19.179619,-19.376701,-25.372583,45.324387,42.305283,40.022263,36.71192,34.945797,39.03606,36.810867,-53.319225,-54.04857,-54.77659,-54.666252,-54.557022,-53.502655,-52.44763,-3.3215618,-2.6436787,-1.9663258,-1.0029755,-0.038780153,0.2291432,0.49780852,-8.225479,-8.294671,-8.364041,-8.49355,-8.622048,-7.35162,-6.080517,-76.475464,-75.93887,-75.433975,-73.42304,-71.32043,-70.543785,-69.940834,42.558914,42.933914,43.386986,42.390236,41.39279,41.130585,40.869324,21.236973,21.169392,21.102013,20.542818,19.983175,19.967392,19.951466,-1.4646994,-2.2790716,-3.0939796,-2.7081668,-2.3424776,-2.4743106,-2.654394,-5.4375596,-5.3012004,-5.165281,-5.1886888,-5.2120767,-5.1424985,-5.0712647,6.071911,5.8835764,5.6955433,5.1788607,4.6619573,4.6362553,4.6101766,-92.17138,-91.77306,-91.3754,-91.075035,-90.77497,-91.00242,-91.23044,-86.92609,-87.88566,-88.844925,-88.64597,-88.44818,-87.87103,-87.29461,-112.2989,-112.252365,-112.19675,-111.25999,-110.336716,-109.297714,-108.31737,-26.366898,-25.810677,-25.255238,-24.382278,-23.524393,-25.895857,-28.426874,-55.985043,-53.95256,-51.81343,-51.333363,-50.852913,-50.12525,-49.268333
7.9041734,8.432375,9.615319,11.199351,10.846244,10.737214,13.779395,-6.6011887,-7.7350883,-10.142357,-8.66251,-6.876934,-2.4431725,-0.5950946,-39.586357,-39.656223,-39.72504,-39.42483,-39.12392,-38.40012,-37.6767,-8.45222,-8.603975,-8.75587,-9.590915,-10.426549,-9.814009,-9.199849,-38.767014,-37.824276,-36.880585,-36.15275,-35.42607,-33.657333,-31.88945,0.777441,1.706543,2.5085635,2.7907038,3.035012,4.543928,5.929394,21.506842,21.716837,22.073387,22.161709,22.249708,21.950256,21.65082,10.316851,9.797717,9.277431,9.395189,9.511803,9.452583,9.391909,-52.58928,-52.993633,-53.398743,-50.877575,-48.37152,-47.070034,-45.797512,6.3682337,6.775075,7.1824217,7.2344227,7.2847347,7.2902613,7.2953596,-54.32975,-54.219444,-54.110306,-53.82396,-53.536728,-53.518433,-53.500465,-4.5279336,-4.388903,-4.2505574,-4.2596345,-4.2691827,-5.0678277,-5.867066,43.490402,42.991627,42.492023,42.00655,41.51956,41.16194,40.80126,4.783278,4.48051,4.153931,5.3794084,6.6107993,6.5254836,6.4551616,57.555912,58.640633,59.72557,59.88354,60.02541,63.119385,66.23625,-44.265564,-44.497646,-44.8302,-45.668102,-46.505623,-45.64529,-44.9089
-14.955568,-15.671853,-17.817518,-18.931059,-17.65167,-17.175825,-24.19081,28.655499,24.412521,24.216042,23.161398,21.387787,7.898493,6.3623805,4.55118,4.9502344,5.349736,5.531747,5.713668,6.532813,7.351429,-42.791706,-42.61606,-42.44259,-42.01313,-41.583904,-41.50142,-41.419003,-6.954269,-7.0573106,-7.161348,-6.7228065,-6.2847104,-7.1393538,-7.99225,-101.26092,-102.87293,-104.7425,-106.05604,-107.36359,-108.385796,-109.38737,21.469677,20.834803,20.294252,20.781206,21.26869,21.06338,20.85842,70.22126,70.623055,71.02543,70.90204,70.779274,70.98423,71.189476,-42.78145,-43.368694,-43.956722,-43.337505,-42.737133,-42.48365,-42.21474,19.524965,19.356655,19.189764,19.078999,18.969019,18.917274,18.863634,10.505982,10.588702,10.673574,10.637428,10.602022,9.925158,9.24743,-61.33882,-60.98303,-60.6263,-61.077103,-61.529366,-60.138588,-58.747143,-1.2331576,-0.959476,-0.6854758,-0.09394029,0.49701545,0.42490432,0.3526635,-38.271004,-39.19754,-40.18588,-38.02543,-35.850014,-35.023045,-34.139496,-17.99478,-16.92026,-15.845974,-17.701002,-19.569021,-22.30239,-25.029957,-41.376133,-42.554474,-43.719822,-42.262325,-40.805714,-41.225502,-41.630764
-12.71797,-13.88126,-16.295044,-18.604856,-16.712284,-17.034771,-22.500988,-10.060974,-8.344776,-7.5950985,-5.9411435,-4.174791,1.1359313,3.0727632,0.62998295,0.61771965,0.60576344,0.09325122,-0.41894722,0.42490578,1.2701416,17.331333,17.08487,16.838722,17.145256,17.451752,17.292051,17.13257,-12.351456,-13.445981,-14.538839,-14.442509,-14.344752,-13.362719,-12.381624,-44.999767,-45.899326,-46.81075,-48.113148,-49.415977,-48.611748,-47.96069,-40.4755,-40.792183,-41.10225,-41.89451,-42.686203,-42.196823,-41.706776,-34.34079,-34.30411,-34.267452,-33.75331,-33.237896,-33.609905,-33.9816,-64.20233,-64.05821,-63.914333,-64.456764,-64.99941,-65.52412,-66.05513,43.49395,43.528633,43.56427,43.374115,43.184395,43.040096,42.89602,-2.3375971,-1.6559849,-0.97482914,-0.7555613,-0.5361318,-0.27222437,-0.007485344,-11.593141,-11.413668,-11.233973,-11.079933,-10.925756,-11.237292,-11.547559,12.943043,12.094004,11.245219,11.346815,11.448662,11.714781,11.9807,-25.43864,-26.76152,-28.014336,-27.535593,-27.06733,-27.323952,-27.618412,13.968531,14.737993,15.507653,15.122303,14.727992,15.450784,16.087835,76.23058,76.6795,77.217606,76.62752,76.0375,77.03939,78.14828
-3.7089672,-4.356845,-4.223986,-5.2654963,-4.65399,-5.3745146,-5.272932,43.93913,40.10897,40.644974,36.243317,32.224747,25.089684,21.720564,-22.534254,-22.178547,-21.822033,-21.133816,-20.444141,-20.72223,-21.000584,-72.09264,-72.83404,-73.57551,-73.78559,-73.99623,-73.74456,-73.49532,26.664179,26.747532,26.831644,26.089716,25.34797,25.915947,26.4844,53.214832,52.894466,52.468014,50.485516,48.575527,46.911034,45.01227,6.460199,6.79337,7.202641,7.322307,7.44266,7.5066714,7.571062,-61.5162,-62.58226,-63.647366,-63.177784,-62.707306,-62.80364,-62.898643,4.4958644,3.9948068,3.4940143,2.062161,0.6332317,-0.9256157,-2.4527402,-11.974724,-12.195132,-12.416264,-12.642579,-12.87022,-12.988673,-13.108038,-3.4488966,-3.2794545,-3.1116474,-3.0016458,-2.8923,-2.9852164,-3.0791032,-119.35368,-120.02334,-120.69213,-119.76685,-118.842064,-117.890236,-116.93603,13.989603,13.47955,12.970074,12.4901285,12.011924,12.435855,12.8587,-58.351555,-59.157734,-60.02152,-57.513012,-55.015133,-52.520367,-50.0714,-30.403288,-29.369606,-28.33466,-28.019772,-27.694958,-27.175812,-26.613865,-8.894876,-8.339576,-7.8389163,-10.541439,-13.24324,-14.264697,-15.346441
-14.881458,-16.068485,-17.891666,-18.618574,-17.966206,-18.260445,-24.592346,135.46822,123.47622,117.63912,106.018684,93.094696,69.79744,66.60743,-40.827282,-40.55222,-40.277504,-39.988342,-39.699543,-39.05765,-38.416668,22.02811,21.628792,21.229633,21.318096,21.407219,20.931757,20.457066,-39.352005,-38.340656,-37.32925,-37.447937,-37.56658,-36.971333,-36.375324,-57.811718,-55.955433,-53.7677,-53.50475,-53.240253,-53.516808,-54.246696,34.09934,34.43587,34.58657,34.20213,33.817833,33.73407,33.651333,51.445576,52.190456,52.933163,52.359802,51.786274,51.870754,51.954754,-44.12709,-44.112503,-44.097805,-43.5805,-43.090954,-43.51612,-43.9281,17.909176,17.950678,17.991846,17.930618,17.869614,17.810297,17.750679,2.966708,3.3883846,3.810456,3.5901859,3.3712032,3.1174896,2.86386,31.212978,31.464659,31.715794,30.8616,30.006866,30.49937,30.990948,-21.943798,-22.035053,-22.12701,-22.344845,-22.562838,-23.013203,-23.463648,34.378235,34.103577,33.89035,33.874626,33.84848,35.702465,37.511543,147.32625,146.67868,146.0291,144.57713,143.14288,141.86119,140.6328,-20.720781,-20.79451,-20.827093,-22.610043,-24.392893,-24.894592,-25.344593
